Setup,Punishment,Alpha,Beta,Average Loss,Last Epoch Loss,is Loss min,Task Converge,Task Fail Percentage,Safe Converge,Safe Fail Percentage,Average Time,Last Epoch Time,Average Energy,Last Epoch Energy,Average Reward,Total Reward,First 10 Avg Time,Last 10 Avg Time,First 10 Avg Energy,Last 10 Avg Energy,First 10 Avg Safe Fail,Last 10 Avg Safe Fail,First 10 Avg Task Fail,Last 10 Avg Task Fail
3,10,2,5,-56.643234,-61.344215,0,9921,0.0713928607139286,10000,0.1018898110188981,0.1987231815366758,0.0536226264992857,0.0330281198340133,0.0803207207258496,-2.9541189172694926,-30.056875380276924,0.1758112308879761,0.0866620089072619,0.0422478228401111,0.0789418029158711,0.5,0.9,0.5,0.0
3,10,2,10,-16.925318,-45.16305,0,9838,0.0631936806319368,9670,0.0586941305869413,0.2650977239121758,0.11761149625,0.0229549253111183,0.0300445866199706,-1.1933457737960884,-14.799876221578362,0.1733337328274523,0.2430142514375,0.0475699367937021,0.0255922953843012,0.2,0.0,1.1,0.0
3,10,2,20,-6.418482,-16.57443,0,9982,0.065993400659934,9845,0.04999500049995,0.301966594033987,0.273006604375,0.0176102771418677,0.01060089154878,-0.4520094607329392,-4.627722937680479,0.1593049008613095,0.3127857342699999,0.0514432166619313,0.0104979918781804,0.3,0.0,0.5,0.0
3,10,5,1,-79.34352,-154.38217,0,9951,0.0806919308069193,9984,0.0617938206179382,0.3005713520750731,0.3671375825,0.0172607055513714,0.0085236155550657,-4.439813918963869,-34.02210207612952,0.1458962931547142,0.3038119612544285,0.0487884779077877,0.0154070946398825,0.1,0.0,0.5,0.0
3,10,5,2,-52.060734,-128.52866,0,9863,0.0757924207579242,9739,0.0585941405859414,0.256517032267202,0.3165215924999999,0.020119365225008,0.0078799880312949,-3.360768477353014,-33.66875736397374,0.1536501602654762,0.2900877066466666,0.0405890462109839,0.0131836192265083,0.2,0.0,1.0,0.0
3,10,5,10,-17.990515,-21.793667,0,9928,0.0671932806719328,9987,0.0512948705129487,0.2558246143571291,0.3731918475,0.0183008254751785,0.0144281712020916,-1.0097184137513002,-6.133472312383381,0.132587612283,0.2698072243125,0.0462651076293117,0.0134334783425347,0.2,0.0,0.8,0.0
3,10,5,20,-5.853281,-7.285,0,9874,0.071992800719928,9937,0.0513948605139486,0.2840490623684664,0.3443381725,0.016754103768613,0.0112228516470823,-0.4601427983754529,-2.3603539731144347,0.177165257317,0.370767367375,0.0416169790021884,0.0110013251932098,0.5,0.0,0.5,0.0
3,10,10,1,-54.95962,-118.66154,0,9970,0.0774922507749225,9856,0.051994800519948,0.2396378899625804,0.230589191875,0.0259872158840697,0.0210681848423357,-3.125538180579156,-28.889498810203943,0.1570585137226428,0.2469342165425,0.0438282212970788,0.022786157848377,0.6,0.0,0.8,0.0
3,10,10,2,-40.942898,-106.67468,0,9200,0.0777922207779222,9926,0.0544945505449455,0.2690541969417513,0.20601686875,0.0170869675452599,0.0109193507799108,-2.500470858748117,-31.576235702692696,0.1774906379295238,0.2414822591875,0.0444760418642889,0.0131993733369447,0.3,0.0,0.6,0.0
3,10,10,5,-26.539843,-50.73767,0,9968,0.0742925707429257,9891,0.0510948905109489,0.2353733764078213,0.2289069775,0.0260732649871532,0.0153962050610287,-1.524433589346471,-16.390631417394584,0.1968871923524524,0.2371439739283332,0.0359835087021015,0.0146845400502966,0.4,0.0,0.7,0.0
3,10,10,20,-5.6523604,-6.9912043,0,9634,0.0622937706229377,9790,0.0431956804319568,0.310657673013179,0.4185426575,0.0153550280675127,0.009232803201448,-0.3476453944717397,-1.599259858418617,0.1618685103740714,0.349571726875,0.0449135322552814,0.0089471447281162,0.2,0.0,0.7,0.0
3,10,20,1,-40.318195,-73.8563,0,9942,0.0697930206979302,9922,0.0448955104489551,0.2303962237766644,0.086122423125,0.0274002372000505,0.0271843036538045,-1.9784044716454603,-21.99768762476676,0.1652433214305476,0.2260879030166667,0.0403284814439048,0.0252695560006107,0.6,0.0,1.1,0.0
3,10,20,2,-27.730822,-56.636192,0,9651,0.0654934506549345,9911,0.0451954804519548,0.237838803920297,0.44120271625,0.0226928132230814,0.014063680702488,-1.7339199411680748,-17.233871164598153,0.1476880674078809,0.2377130687839999,0.0373851811637986,0.0203976681793201,0.9,0.0,0.8,0.0
3,10,20,5,-17.297709,-24.486223,0,9409,0.0713928607139286,9922,0.045995400459954,0.274003498063344,0.2792320762499999,0.0211762026423717,0.0260171566152664,-1.0029383284336622,-8.24194317225615,0.1733259808466428,0.2398789698124999,0.0452132375086703,0.0238371897548132,0.5,0.0,0.3,0.0
3,10,20,10,-16.299685,-36.55341,0,9883,0.0606939306069393,9776,0.0423957604239576,0.2377170966801723,0.2972893225,0.0267723374759417,0.0281791959925365,-0.7652458579849929,-7.470048683378772,0.1896840603813095,0.2341530168125,0.0434823755533034,0.0288527297638976,0.4,0.0,0.1,0.0
3,100,1,1,-113.658356,-306.546,0,9844,0.0648935106489351,9891,0.0430956904309569,0.3055236448524056,0.2766932106249999,0.0162722782652695,0.0115089393372083,-6.600423231573754,-107.91021913926808,0.1773781856045476,0.3595346875,0.0457457547496038,0.0133415718571902,0.1,0.0,0.7,0.0
3,100,1,2,-91.29119,-209.50107,0,9822,0.0650934906509349,9673,0.0393960603939606,0.267053579743867,0.26753151625,0.0165713596395521,0.0102410239642973,-4.722060317669817,-43.54219362653896,0.1482585318642381,0.246213419625,0.0472171243138962,0.0117034174626268,0.3,0.0,0.6,0.0
3,100,1,5,-40.844723,-117.17052,0,9928,0.0576942305769423,9732,0.0348965103489651,0.2608870674221761,0.37059883875,0.0168775815811278,0.005992377514455,-2.217680033195475,-24.263917759314797,0.1427301835143571,0.2903987845466667,0.0455704859886556,0.0124675072467056,0.5,0.0,0.6,0.0
3,100,1,10,-12.379867,-15.876825,0,9962,0.0592940705929407,9870,0.0382961703829617,0.3105381388867432,0.2933961425,0.0148360968895745,0.0150216019856549,-0.8702882629810539,-6.97870364304474,0.1984668532109761,0.3221980955625,0.0442617980734845,0.0126333943605328,0.0,0.0,0.6,0.0
3,100,1,20,-6.4755616,-10.988021,0,10001,0.0591940805919408,9863,0.0390960903909609,0.3040574934468698,0.2301137925,0.0150305661191585,0.005174091005286,-0.451764920198624,97.61057702188204,0.1580429031124285,0.302387391375,0.0478275795180131,0.0101926385877869,0.4,0.0,0.9,0.2
3,100,2,1,-94.259575,-163.25333,0,9955,0.0667933206679332,9721,0.0415958404159584,0.2945343453865319,0.31472362875,0.0174669490244201,0.0093981324887974,-6.094923078707693,-41.74138891108534,0.1702288541965476,0.326908012625,0.0441170462707291,0.0120187473207106,0.5,0.0,0.3,0.0
3,100,2,5,-52.45971,-96.67893,0,9699,0.0654934506549345,9946,0.0395960403959604,0.2420470495544312,0.2022019725,0.0252907066535212,0.0280692262042248,-2.6066638613867155,-22.6491765055332,0.1416466263074999,0.2484848653466666,0.0463737672199229,0.0222042418418955,0.2,0.0,1.2,0.0
3,100,2,10,-18.828636,-35.278893,0,9990,0.0620937906209379,9990,0.040995900409959,0.2693325155579265,0.38002150375,0.0162469256471784,0.011568215929998,-1.0288637256919402,-7.57018531305725,0.1832151024868095,0.2601902954375,0.049613792304699,0.0120402219792995,0.6,0.0,0.5,0.0
3,100,2,20,-6.518057,-5.446235,0,9960,0.063993600639936,9775,0.0388961103889611,0.3138422048399852,0.4547444125,0.0145983081753765,0.0086415533426871,-0.4178944458369155,-1.427468537816818,0.1070187253928333,0.3826285094341667,0.0445692142847221,0.0109324022826401,0.7,0.0,1.1,0.0
3,100,5,1,-99.37104,-218.78378,0,9998,0.05999400059994,9825,0.0351964803519648,0.2384323281140821,0.158806414375,0.0263898713855171,0.0315632081296414,-4.7167488662133055,-55.694263144129685,0.1019841446545476,0.2309933701249999,0.0525986966505422,0.0239385533757311,0.1,0.0,1.2,0.1
3,100,5,2,-71.938484,-93.06944,0,9969,0.0625937406259374,9939,0.0363963603639636,0.2390503722810554,0.220520009375,0.0257215730602363,0.0349502355726414,-3.4539165435456636,-22.96807041686978,0.1573955546541428,0.2564421583124999,0.0387405074556552,0.0243288061796835,0.7,0.0,0.9,0.0
3,100,5,10,-20.812338,-45.201622,0,9798,0.0610938906109389,9888,0.0374962503749625,0.2583740102190078,0.19600934625,0.0175845733367016,0.0060243859698836,-1.0528922156959093,-9.855523898584469,0.1434114643365,0.2452543033933333,0.0536416635832513,0.0118870347402792,0.3,0.0,0.7,0.0
3,100,5,20,-6.386991,-17.401701,0,10000,0.0585941405859414,9700,0.0347965203479652,0.3116635543121313,0.34584217,0.0147958995725457,0.0093952802394399,-0.391558283880602,-3.6080564038004783,0.1827279005926428,0.3357675859716666,0.0375999240182004,0.0111250303188018,0.3,0.0,0.9,0.1
3,100,10,1,-73.3847,-127.17332,0,9903,0.0600939906009399,9862,0.0396960303969603,0.2323432462590078,0.3318816193749999,0.0235062070212028,0.0176325708700906,-3.4129721902052,-26.484110457222872,0.1447000833576904,0.2740665415657857,0.0436719319665514,0.0225328693250477,0.3,0.0,1.1,0.0
3,100,10,2,-48.21838,-109.33579,0,9740,0.0612938706129387,9973,0.038996100389961,0.2558615051708913,0.199059775,0.018898183265136,0.0188208798458619,-2.6458661010534423,-31.79433585160919,0.1374989717795238,0.2723612066249999,0.0459938653918731,0.0155453990053381,0.5,0.0,0.9,0.0
3,100,10,5,-22.701857,-60.325207,0,9976,0.0605939406059394,9976,0.0344965503449655,0.2963541208916321,0.28922754375,0.0167353141982026,0.0087503840155546,-1.195725351047355,-15.684554619815971,0.1907213089047381,0.3296390109425,0.0442478951586565,0.0128622374335892,0.0,0.0,0.7,0.0
3,100,10,20,-5.985667,-17.574364,0,9891,0.058994100589941,9892,0.0373962603739626,0.309333686558008,0.37494538,0.0146220856552037,0.0076311607253398,-0.3615014125766605,-3.5475206712494587,0.1328319283048333,0.3254875434375,0.0387744729550017,0.0094070100409163,0.5,0.0,0.8,0.0
3,100,20,1,-38.508255,-50.288113,0,9974,0.0542945705429457,9054,0.0308969103089691,0.2321184259528312,0.258790819375,0.023529435034168,0.0237377036689743,-2.1864200304725285,-17.048741639149465,0.1826107412514285,0.2195319138691666,0.0444946064400283,0.0221107951680643,0.4,0.0,1.1,0.0
3,100,20,2,-31.20522,-55.32356,0,9923,0.0595940405959404,9141,0.0335966403359664,0.2354209250827472,0.113700444625,0.0264803954257616,0.0296391752193541,-1.5779097787265113,-15.569727168857185,0.1609227190814524,0.1894167230875,0.0436240958353074,0.0281275728424633,0.3,0.0,1.0,0.0
3,100,20,5,-23.135431,-23.195873,0,9990,0.0612938706129387,9844,0.0375962403759624,0.2338001114285187,0.3414886556249999,0.0254951127836002,0.0238317677030301,-1.102654587076249,-7.248808164609316,0.1330193178100952,0.2548122697722857,0.0411053365518227,0.0242265624764697,0.7,0.0,0.6,0.0
3,100,20,10,-16.392014,-18.128368,0,10000,0.0614938506149385,10000,0.0342965703429657,0.2366789297380269,0.191745055625,0.0261440600026247,0.0298608773242166,-0.7775123528907631,-5.990304784121242,0.1929242142106667,0.19375153475,0.0432865730158173,0.0249058650099342,0.3,0.1,0.7,0.1
3,1000,1,1,-106.07399,-231.49219,0,9506,0.070992900709929,9966,0.0424957504249575,0.2993974397064654,0.1950453081249999,0.0151702685754312,0.0100211868812957,-6.898312306236497,-89.68234839370794,0.2015066180339523,0.3510579323684285,0.0420542435260717,0.0112598783906396,0.6,0.0,0.7,0.0
3,1000,1,2,-53.874012,-111.36935,0,9643,0.0615938406159384,9968,0.0375962403759624,0.3080455452521167,0.3410777032333333,0.0144537914991909,0.0207679531891398,-3.6569698987156865,-32.68030693307133,0.180743603953,0.3750684861513333,0.0507080209554424,0.0107753546451441,0.1,0.0,0.5,0.0
3,1000,1,5,-61.12496,-87.20515,0,10000,0.065993400659934,9786,0.0402959704029597,0.2362763458788356,0.264365053125,0.0236772404378559,0.0188345860241971,-3.053222237374306,-28.407508859823533,0.1401242702835952,0.2250471114135,0.0470648322148077,0.0203893683365954,0.6,0.0,0.9,0.1
3,1000,1,10,-13.489009,-21.704123,0,9977,0.060993900609939,9882,0.0361963803619638,0.3136241208593995,0.4116383987499999,0.0140655387271401,0.0082096246295682,-0.7894079142818625,-5.912711526355793,0.181515993294119,0.36068657425,0.0454524610957838,0.0088573721448693,0.1,0.0,0.8,0.0
3,1000,1,20,-7.5136557,-6.0038404,0,9883,0.0666933306669333,9863,0.0383961603839616,0.3123720475527329,0.4215108649999999,0.0146112635881919,0.0081283610202002,-0.4277340073476561,-2.7209068006583528,0.1567994429163809,0.32675093825,0.0464300074225249,0.008268408573706,0.3,0.0,0.9,0.0
3,1000,2,1,-97.483284,-200.1329,0,9996,0.0613938606139386,9897,0.0377962203779622,0.3005260634582781,0.2393168831249999,0.0147371229836392,0.0122030732633054,-6.1028316369608575,-56.412339705944454,0.1413731964751904,0.321206650125,0.0458102509765764,0.0105447231355667,0.5,0.0,1.0,0.1
3,1000,2,5,-60.011574,-99.73939,0,9892,0.05999400059994,9729,0.0340965903409659,0.2486386835926938,0.25048039875,0.0212301762763046,0.0192962708841976,-2.6697565472574993,-26.80260005622833,0.1617945967971428,0.2730984814375,0.0442760342999451,0.015947719401256,0.6,0.0,0.5,0.0
3,1000,2,10,-12.446766,-20.43301,0,9624,0.0631936806319368,9598,0.0362963703629637,0.3097534386763405,0.294920060625,0.014932354534044,0.0133692008580291,-0.797460982245594,-5.859352985930838,0.1526352745079524,0.310765738,0.0510621648754104,0.0105470396249326,0.2,0.0,0.7,0.0
03,1000,2,20,-11.391208,-14.104643,0,9997,0.0570942905709429,9880,0.033996600339966,0.271850934469899,0.27178996875,0.015422699071590773,0.009189098091999354,-0.5314444300338022,-3.4093101827529635,0.1895203310338333,0.3230005232016666,0.04437686787295232,0.010059867966812885,0.3,0.0,0.7,0.1
