,id,number_of_cpu_cores,occupied_cores,voltages_frequencies,ISL,capacitance,powerIdle,batteryLevel,errorRate,acceptableTasks,handleSafeTask
70,iot 70,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[(20000000.0, 2.3), (40000000.0, 2.7), (80000000.0, 4.0)], [(10000000.0, 1.8), (20000000.0, 2.3), (40000000.0, 2.7)], [(10000000.0, 1.8), (160000000.0, 5.0), (80000000.0, 4.0)], [(40000000.0, 2.7), (160000000.0, 5.0), (80000000.0, 4.0)], [(10000000.0, 1.8), (160000000.0, 5.0), (80000000.0, 4.0)], [(80000000.0, 4.0), (40000000.0, 2.7), (160000000.0, 5.0)], [(20000000.0, 2.3), (40000000.0, 2.7), (160000000.0, 5.0)], [(10000000.0, 1.8), (80000000.0, 4.0), (20000000.0, 2.3)], [(10000000.0, 1.8), (80000000.0, 4.0), (160000000.0, 5.0)], [(10000000.0, 1.8), (160000000.0, 5.0), (40000000.0, 2.7)], [(80000000.0, 4.0), (160000000.0, 5.0), (40000000.0, 2.7)], [(20000000.0, 2.3), (80000000.0, 4.0), (160000000.0, 5.0)], [(10000000.0, 1.8), (80000000.0, 4.0), (20000000.0, 2.3)], [(20000000.0, 2.3), (10000000.0, 1.8), (40000000.0, 2.7)], [(160000000.0, 5.0), (10000000.0, 1.8), (40000000.0, 2.7)], [(10000000.0, 1.8), (80000000.0, 4.0), (20000000.0, 2.3)]]",0.13,"[2.3323584359341676e-10, 2.2617899628548048e-10, 2.5763896786117384e-10, 2.768457056372029e-10, 2.857700593193179e-10, 2.684614885903427e-10, 2.0461049180055314e-10, 2.5086648292859425e-10, 2.5261418673068135e-10, 2.789957671439517e-10, 2.2239874961108903e-10, 2.862369149102008e-10, 2.87015755295333e-10, 2.9786437971545154e-10, 2.5761300630224414e-10, 2.127337795432529e-10]","[0.001, 0.0009, 0.001, 0.0007999999999999999, 0.0009, 0.0007999999999999999, 0.0009, 0.0007999999999999999, 0.001, 0.0007999999999999999, 0.0007999999999999999, 0.0009, 0.0007999999999999999, 0.001, 0.0007999999999999999, 0.0009]",39000000000.0,0.01,"[4, 1, 2]",1
71,iot 71,4,"[0, 0, 0, 0]","[[(80000000.0, 4.0), (10000000.0, 1.8), (160000000.0, 5.0)], [(10000000.0, 1.8), (40000000.0, 2.7), (160000000.0, 5.0)], [(80000000.0, 4.0), (10000000.0, 1.8), (160000000.0, 5.0)], [(160000000.0, 5.0), (80000000.0, 4.0), (40000000.0, 2.7)]]",0.18,"[2.0574613528120655e-10, 2.3131426425787695e-10, 2.188215479104002e-10, 2.0664384955472902e-10]","[0.0009, 0.0007999999999999999, 0.0009, 0.001]",37000000000.0,0.01,"[4, 3, 1]",1
72,iot 72,4,"[0, 0, 0, 0]","[[(80000000.0, 4.0), (160000000.0, 5.0), (10000000.0, 1.8)], [(160000000.0, 5.0), (40000000.0, 2.7), (80000000.0, 4.0)], [(10000000.0, 1.8), (20000000.0, 2.3), (40000000.0, 2.7)], [(80000000.0, 4.0), (160000000.0, 5.0), (10000000.0, 1.8)]]",0.12,"[2.560038903431913e-10, 2.7109249566520323e-10, 2.1105538908696068e-10, 2.557861025493911e-10]","[0.0009, 0.001, 0.001, 0.0007999999999999999]",40000000000.0,0.01,"[2, 4]",1
73,iot 73,4,"[0, 0, 0, 0]","[[(160000000.0, 5.0), (40000000.0, 2.7), (20000000.0, 2.3)], [(10000000.0, 1.8), (20000000.0, 2.3), (80000000.0, 4.0)], [(160000000.0, 5.0), (80000000.0, 4.0), (20000000.0, 2.3)], [(80000000.0, 4.0), (40000000.0, 2.7), (160000000.0, 5.0)]]",0.2,"[2.229025232256831e-10, 2.212649674953871e-10, 2.3817339185723877e-10, 2.142582322415743e-10]","[0.0007999999999999999, 0.001, 0.0009, 0.001]",39000000000.0,0.05,"[2, 4, 3]",1
74,iot 74,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[(20000000.0, 2.3), (160000000.0, 5.0), (80000000.0, 4.0)], [(40000000.0, 2.7), (10000000.0, 1.8), (160000000.0, 5.0)], [(10000000.0, 1.8), (160000000.0, 5.0), (80000000.0, 4.0)], [(10000000.0, 1.8), (160000000.0, 5.0), (40000000.0, 2.7)], [(10000000.0, 1.8), (160000000.0, 5.0), (40000000.0, 2.7)], [(40000000.0, 2.7), (80000000.0, 4.0), (20000000.0, 2.3)], [(160000000.0, 5.0), (10000000.0, 1.8), (80000000.0, 4.0)], [(160000000.0, 5.0), (40000000.0, 2.7), (80000000.0, 4.0)], [(80000000.0, 4.0), (10000000.0, 1.8), (160000000.0, 5.0)], [(80000000.0, 4.0), (10000000.0, 1.8), (20000000.0, 2.3)], [(40000000.0, 2.7), (20000000.0, 2.3), (10000000.0, 1.8)], [(160000000.0, 5.0), (80000000.0, 4.0), (10000000.0, 1.8)], [(160000000.0, 5.0), (40000000.0, 2.7), (10000000.0, 1.8)], [(160000000.0, 5.0), (40000000.0, 2.7), (80000000.0, 4.0)], [(80000000.0, 4.0), (40000000.0, 2.7), (20000000.0, 2.3)], [(160000000.0, 5.0), (20000000.0, 2.3), (40000000.0, 2.7)]]",0.19,"[2.2009598635491577e-10, 2.1944832766726023e-10, 2.5220294949932585e-10, 2.4267442370453865e-10, 2.521355535668923e-10, 2.5002592890802417e-10, 2.59360404434601e-10, 2.760888934022561e-10, 2.154385866257021e-10, 2.980440058787041e-10, 2.74232481349837e-10, 2.3436967766936037e-10, 2.897619022124654e-10, 2.1578106272598663e-10, 2.411792058031412e-10, 2.9818728975924087e-10]","[0.001, 0.0009, 0.001, 0.0009, 0.0009, 0.0009, 0.001, 0.0009, 0.0007999999999999999, 0.0007999999999999999, 0.001, 0.0007999999999999999, 0.0007999999999999999, 0.001, 0.001, 0.001]",39000000000.0,0.03,"[3, 4, 1]",1
75,iot 75,8,"[0, 0, 0, 0, 0, 0, 0, 0]","[[(80000000.0, 4.0), (20000000.0, 2.3), (160000000.0, 5.0)], [(160000000.0, 5.0), (80000000.0, 4.0), (40000000.0, 2.7)], [(20000000.0, 2.3), (160000000.0, 5.0), (40000000.0, 2.7)], [(10000000.0, 1.8), (160000000.0, 5.0), (80000000.0, 4.0)], [(160000000.0, 5.0), (10000000.0, 1.8), (40000000.0, 2.7)], [(10000000.0, 1.8), (20000000.0, 2.3), (80000000.0, 4.0)], [(20000000.0, 2.3), (80000000.0, 4.0), (10000000.0, 1.8)], [(10000000.0, 1.8), (40000000.0, 2.7), (80000000.0, 4.0)]]",0.11,"[2.985885759154608e-10, 2.823899172509658e-10, 2.027353444526484e-10, 2.0420595483572424e-10, 2.749595272276188e-10, 2.65159397084063e-10, 2.6160851343695335e-10, 2.599454144156691e-10]","[0.0007999999999999999, 0.0009, 0.0007999999999999999, 0.001, 0.001, 0.0007999999999999999, 0.0009, 0.001]",38000000000.0,0.03,"[1, 3, 2]",1
76,iot 76,8,"[0, 0, 0, 0, 0, 0, 0, 0]","[[(10000000.0, 1.8), (80000000.0, 4.0), (40000000.0, 2.7)], [(10000000.0, 1.8), (80000000.0, 4.0), (20000000.0, 2.3)], [(80000000.0, 4.0), (160000000.0, 5.0), (40000000.0, 2.7)], [(40000000.0, 2.7), (80000000.0, 4.0), (10000000.0, 1.8)], [(20000000.0, 2.3), (40000000.0, 2.7), (80000000.0, 4.0)], [(80000000.0, 4.0), (40000000.0, 2.7), (160000000.0, 5.0)], [(160000000.0, 5.0), (40000000.0, 2.7), (80000000.0, 4.0)], [(80000000.0, 4.0), (10000000.0, 1.8), (20000000.0, 2.3)]]",0.1,"[2.1560423170045846e-10, 2.1895615358992974e-10, 2.9532184231893043e-10, 2.345010147217337e-10, 2.86706024744071e-10, 2.457581274805353e-10, 2.520047581191653e-10, 2.0932945439542749e-10]","[0.0009, 0.0007999999999999999, 0.001, 0.0009, 0.0007999999999999999, 0.0009, 0.0007999999999999999, 0.0007999999999999999]",37000000000.0,0.01,"[1, 2, 3]",1
77,iot 77,8,"[0, 0, 0, 0, 0, 0, 0, 0]","[[(20000000.0, 2.3), (40000000.0, 2.7), (80000000.0, 4.0)], [(10000000.0, 1.8), (40000000.0, 2.7), (80000000.0, 4.0)], [(160000000.0, 5.0), (40000000.0, 2.7), (20000000.0, 2.3)], [(80000000.0, 4.0), (40000000.0, 2.7), (20000000.0, 2.3)], [(160000000.0, 5.0), (10000000.0, 1.8), (20000000.0, 2.3)], [(40000000.0, 2.7), (160000000.0, 5.0), (20000000.0, 2.3)], [(80000000.0, 4.0), (40000000.0, 2.7), (10000000.0, 1.8)], [(20000000.0, 2.3), (80000000.0, 4.0), (160000000.0, 5.0)]]",0.2,"[2.0991873126196627e-10, 2.676151554544565e-10, 2.3858059631446354e-10, 2.5513189057393526e-10, 2.567146043138873e-10, 2.1447350432649676e-10, 2.945224954554214e-10, 2.6161727801186484e-10]","[0.0009, 0.001, 0.0009, 0.0007999999999999999, 0.0009, 0.0007999999999999999, 0.0009, 0.0007999999999999999]",37000000000.0,0.01,"[1, 4, 3]",0
78,iot 78,8,"[0, 0, 0, 0, 0, 0, 0, 0]","[[(10000000.0, 1.8), (80000000.0, 4.0), (40000000.0, 2.7)], [(10000000.0, 1.8), (80000000.0, 4.0), (160000000.0, 5.0)], [(40000000.0, 2.7), (10000000.0, 1.8), (160000000.0, 5.0)], [(80000000.0, 4.0), (160000000.0, 5.0), (20000000.0, 2.3)], [(40000000.0, 2.7), (80000000.0, 4.0), (160000000.0, 5.0)], [(40000000.0, 2.7), (80000000.0, 4.0), (10000000.0, 1.8)], [(10000000.0, 1.8), (80000000.0, 4.0), (20000000.0, 2.3)], [(80000000.0, 4.0), (160000000.0, 5.0), (20000000.0, 2.3)]]",0.19,"[2.8372819382375784e-10, 2.683440887133375e-10, 2.3234909973800797e-10, 2.2999147426252248e-10, 2.590020848130547e-10, 2.862033857854675e-10, 2.773948167114199e-10, 2.911167847992499e-10]","[0.0009, 0.0007999999999999999, 0.0007999999999999999, 0.0009, 0.0009, 0.001, 0.0009, 0.0009]",36000000000.0,0.05,"[1, 4, 2]",1
79,iot 79,4,"[0, 0, 0, 0]","[[(80000000.0, 4.0), (10000000.0, 1.8), (40000000.0, 2.7)], [(40000000.0, 2.7), (20000000.0, 2.3), (10000000.0, 1.8)], [(10000000.0, 1.8), (80000000.0, 4.0), (160000000.0, 5.0)], [(80000000.0, 4.0), (10000000.0, 1.8), (160000000.0, 5.0)]]",0.18,"[2.416178051769381e-10, 2.113652029983575e-10, 2.3324350989094625e-10, 2.5321120091001207e-10]","[0.001, 0.001, 0.001, 0.0009]",39000000000.0,0.01,"[1, 2, 4]",1
80,iot 80,8,"[0, 0, 0, 0, 0, 0, 0, 0]","[[(10000000.0, 1.8), (160000000.0, 5.0), (80000000.0, 4.0)], [(40000000.0, 2.7), (80000000.0, 4.0), (20000000.0, 2.3)], [(160000000.0, 5.0), (80000000.0, 4.0), (20000000.0, 2.3)], [(40000000.0, 2.7), (160000000.0, 5.0), (20000000.0, 2.3)], [(80000000.0, 4.0), (40000000.0, 2.7), (10000000.0, 1.8)], [(10000000.0, 1.8), (20000000.0, 2.3), (80000000.0, 4.0)], [(10000000.0, 1.8), (160000000.0, 5.0), (80000000.0, 4.0)], [(10000000.0, 1.8), (20000000.0, 2.3), (160000000.0, 5.0)]]",0.11,"[2.81545095270121e-10, 2.4670270286573706e-10, 2.4530067847839253e-10, 2.141751373429985e-10, 2.285729929971748e-10, 2.89598060579449e-10, 2.2637447328991544e-10, 2.007097781592254e-10]","[0.0009, 0.0007999999999999999, 0.0009, 0.0009, 0.0007999999999999999, 0.0007999999999999999, 0.0007999999999999999, 0.0007999999999999999]",38000000000.0,0.03,"[1, 2]",1
81,iot 81,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[(160000000.0, 5.0), (10000000.0, 1.8), (80000000.0, 4.0)], [(10000000.0, 1.8), (80000000.0, 4.0), (40000000.0, 2.7)], [(40000000.0, 2.7), (10000000.0, 1.8), (160000000.0, 5.0)], [(10000000.0, 1.8), (80000000.0, 4.0), (40000000.0, 2.7)], [(160000000.0, 5.0), (20000000.0, 2.3), (40000000.0, 2.7)], [(10000000.0, 1.8), (40000000.0, 2.7), (80000000.0, 4.0)], [(40000000.0, 2.7), (80000000.0, 4.0), (160000000.0, 5.0)], [(40000000.0, 2.7), (160000000.0, 5.0), (80000000.0, 4.0)], [(20000000.0, 2.3), (160000000.0, 5.0), (40000000.0, 2.7)], [(160000000.0, 5.0), (40000000.0, 2.7), (10000000.0, 1.8)], [(80000000.0, 4.0), (20000000.0, 2.3), (160000000.0, 5.0)], [(160000000.0, 5.0), (10000000.0, 1.8), (40000000.0, 2.7)], [(40000000.0, 2.7), (10000000.0, 1.8), (80000000.0, 4.0)], [(40000000.0, 2.7), (160000000.0, 5.0), (80000000.0, 4.0)], [(160000000.0, 5.0), (80000000.0, 4.0), (40000000.0, 2.7)], [(10000000.0, 1.8), (40000000.0, 2.7), (160000000.0, 5.0)]]",0.12,"[2.6608570357024287e-10, 2.2321962544553583e-10, 2.0500346200560628e-10, 2.447622894623136e-10, 2.8486796074476223e-10, 2.547227753553157e-10, 2.3314921834003737e-10, 2.4059441560531776e-10, 2.3111265619720296e-10, 2.232836495005281e-10, 2.367632281374429e-10, 2.3323476246690776e-10, 2.7028609362704255e-10, 2.826056882373598e-10, 2.366813385536806e-10, 2.1958039420802604e-10]","[0.0009, 0.0007999999999999999, 0.0007999999999999999, 0.0009, 0.0009, 0.0009, 0.0009, 0.0009, 0.0009, 0.001, 0.0009, 0.0007999999999999999, 0.0009, 0.0007999999999999999, 0.0007999999999999999, 0.0007999999999999999]",39000000000.0,0.02,"[2, 4]",0
82,iot 82,8,"[0, 0, 0, 0, 0, 0, 0, 0]","[[(160000000.0, 5.0), (40000000.0, 2.7), (20000000.0, 2.3)], [(10000000.0, 1.8), (20000000.0, 2.3), (40000000.0, 2.7)], [(40000000.0, 2.7), (20000000.0, 2.3), (160000000.0, 5.0)], [(80000000.0, 4.0), (20000000.0, 2.3), (40000000.0, 2.7)], [(20000000.0, 2.3), (10000000.0, 1.8), (40000000.0, 2.7)], [(40000000.0, 2.7), (80000000.0, 4.0), (160000000.0, 5.0)], [(80000000.0, 4.0), (40000000.0, 2.7), (10000000.0, 1.8)], [(160000000.0, 5.0), (80000000.0, 4.0), (40000000.0, 2.7)]]",0.15,"[2.892547007744268e-10, 2.166268081798525e-10, 2.2194002312639274e-10, 2.3071484049548607e-10, 2.614240455829353e-10, 2.2889807905628273e-10, 2.0858996119600755e-10, 2.82987647504284e-10]","[0.001, 0.0007999999999999999, 0.0009, 0.001, 0.0007999999999999999, 0.0007999999999999999, 0.0007999999999999999, 0.001]",40000000000.0,0.05,"[1, 4]",1
83,iot 83,4,"[0, 0, 0, 0]","[[(160000000.0, 5.0), (40000000.0, 2.7), (20000000.0, 2.3)], [(160000000.0, 5.0), (40000000.0, 2.7), (80000000.0, 4.0)], [(20000000.0, 2.3), (160000000.0, 5.0), (40000000.0, 2.7)], [(20000000.0, 2.3), (40000000.0, 2.7), (160000000.0, 5.0)]]",0.11,"[2.959329916181222e-10, 2.755806902377824e-10, 2.115224015959942e-10, 2.6950758635876133e-10]","[0.0007999999999999999, 0.001, 0.001, 0.0007999999999999999]",38000000000.0,0.01,"[1, 3, 2]",1
84,iot 84,4,"[0, 0, 0, 0]","[[(40000000.0, 2.7), (160000000.0, 5.0), (20000000.0, 2.3)], [(40000000.0, 2.7), (20000000.0, 2.3), (10000000.0, 1.8)], [(160000000.0, 5.0), (40000000.0, 2.7), (20000000.0, 2.3)], [(80000000.0, 4.0), (160000000.0, 5.0), (40000000.0, 2.7)]]",0.1,"[2.2106822833842604e-10, 2.93079754186633e-10, 2.4384872335062367e-10, 2.196551435010303e-10]","[0.0007999999999999999, 0.001, 0.0007999999999999999, 0.0007999999999999999]",39000000000.0,0.05,"[4, 2, 3]",0
85,iot 85,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[(20000000.0, 2.3), (10000000.0, 1.8), (40000000.0, 2.7)], [(160000000.0, 5.0), (40000000.0, 2.7), (10000000.0, 1.8)], [(160000000.0, 5.0), (10000000.0, 1.8), (20000000.0, 2.3)], [(10000000.0, 1.8), (40000000.0, 2.7), (20000000.0, 2.3)], [(160000000.0, 5.0), (40000000.0, 2.7), (20000000.0, 2.3)], [(20000000.0, 2.3), (80000000.0, 4.0), (10000000.0, 1.8)], [(80000000.0, 4.0), (40000000.0, 2.7), (10000000.0, 1.8)], [(10000000.0, 1.8), (160000000.0, 5.0), (20000000.0, 2.3)], [(40000000.0, 2.7), (20000000.0, 2.3), (160000000.0, 5.0)], [(20000000.0, 2.3), (40000000.0, 2.7), (160000000.0, 5.0)], [(40000000.0, 2.7), (80000000.0, 4.0), (160000000.0, 5.0)], [(160000000.0, 5.0), (80000000.0, 4.0), (40000000.0, 2.7)], [(160000000.0, 5.0), (80000000.0, 4.0), (20000000.0, 2.3)], [(20000000.0, 2.3), (40000000.0, 2.7), (160000000.0, 5.0)], [(10000000.0, 1.8), (80000000.0, 4.0), (40000000.0, 2.7)], [(10000000.0, 1.8), (80000000.0, 4.0), (40000000.0, 2.7)]]",0.17,"[2.4744557414582284e-10, 2.187351282131661e-10, 2.2077628109426215e-10, 2.9823551275775606e-10, 2.9033790371317257e-10, 2.7506635438335506e-10, 2.7246010335857677e-10, 2.762642714607356e-10, 2.0429460406225358e-10, 2.187865550994375e-10, 2.9116986222304514e-10, 2.5361415340375454e-10, 2.851851022410547e-10, 2.053252354837663e-10, 2.279894633020541e-10, 2.933907682871181e-10]","[0.0007999999999999999, 0.0007999999999999999, 0.0009, 0.0009, 0.001, 0.0007999999999999999, 0.001, 0.0009, 0.0007999999999999999, 0.0009, 0.0009, 0.0009, 0.0009, 0.0009, 0.0007999999999999999, 0.001]",37000000000.0,0.01,"[4, 3]",1
86,iot 86,8,"[0, 0, 0, 0, 0, 0, 0, 0]","[[(20000000.0, 2.3), (160000000.0, 5.0), (10000000.0, 1.8)], [(80000000.0, 4.0), (10000000.0, 1.8), (160000000.0, 5.0)], [(10000000.0, 1.8), (40000000.0, 2.7), (160000000.0, 5.0)], [(80000000.0, 4.0), (20000000.0, 2.3), (160000000.0, 5.0)], [(80000000.0, 4.0), (20000000.0, 2.3), (40000000.0, 2.7)], [(80000000.0, 4.0), (20000000.0, 2.3), (40000000.0, 2.7)], [(160000000.0, 5.0), (10000000.0, 1.8), (80000000.0, 4.0)], [(80000000.0, 4.0), (40000000.0, 2.7), (20000000.0, 2.3)]]",0.19,"[2.7361190324967425e-10, 2.9059697590706127e-10, 2.408207683651989e-10, 2.908550496858503e-10, 2.2260888083309505e-10, 2.0120841014675773e-10, 2.408011381097347e-10, 2.4451799376183993e-10]","[0.0009, 0.0009, 0.0007999999999999999, 0.001, 0.0009, 0.001, 0.001, 0.0007999999999999999]",39000000000.0,0.05,"[3, 1, 2]",1
87,iot 87,4,"[0, 0, 0, 0]","[[(10000000.0, 1.8), (160000000.0, 5.0), (80000000.0, 4.0)], [(160000000.0, 5.0), (40000000.0, 2.7), (80000000.0, 4.0)], [(20000000.0, 2.3), (160000000.0, 5.0), (40000000.0, 2.7)], [(40000000.0, 2.7), (160000000.0, 5.0), (80000000.0, 4.0)]]",0.18,"[2.0390059068196402e-10, 2.4807267774025765e-10, 2.6780112780879625e-10, 2.1573856833584375e-10]","[0.0007999999999999999, 0.001, 0.0007999999999999999, 0.0009]",38000000000.0,0.02,"[4, 2]",1
88,iot 88,8,"[0, 0, 0, 0, 0, 0, 0, 0]","[[(20000000.0, 2.3), (160000000.0, 5.0), (80000000.0, 4.0)], [(40000000.0, 2.7), (80000000.0, 4.0), (20000000.0, 2.3)], [(40000000.0, 2.7), (160000000.0, 5.0), (80000000.0, 4.0)], [(40000000.0, 2.7), (10000000.0, 1.8), (160000000.0, 5.0)], [(40000000.0, 2.7), (160000000.0, 5.0), (20000000.0, 2.3)], [(20000000.0, 2.3), (10000000.0, 1.8), (160000000.0, 5.0)], [(80000000.0, 4.0), (40000000.0, 2.7), (160000000.0, 5.0)], [(40000000.0, 2.7), (160000000.0, 5.0), (20000000.0, 2.3)]]",0.17,"[2.3592116758955215e-10, 2.995924788640551e-10, 2.455008832689586e-10, 2.760216603292948e-10, 2.067744113151127e-10, 2.2170782087482703e-10, 2.1944735256721408e-10, 2.0731628305508508e-10]","[0.0009, 0.0007999999999999999, 0.0009, 0.001, 0.0009, 0.0007999999999999999, 0.0009, 0.0007999999999999999]",37000000000.0,0.05,"[2, 4]",0
89,iot 89,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[(10000000.0, 1.8), (160000000.0, 5.0), (40000000.0, 2.7)], [(10000000.0, 1.8), (40000000.0, 2.7), (20000000.0, 2.3)], [(40000000.0, 2.7), (10000000.0, 1.8), (160000000.0, 5.0)], [(10000000.0, 1.8), (160000000.0, 5.0), (20000000.0, 2.3)], [(20000000.0, 2.3), (80000000.0, 4.0), (40000000.0, 2.7)], [(160000000.0, 5.0), (80000000.0, 4.0), (40000000.0, 2.7)], [(160000000.0, 5.0), (20000000.0, 2.3), (40000000.0, 2.7)], [(160000000.0, 5.0), (10000000.0, 1.8), (40000000.0, 2.7)], [(20000000.0, 2.3), (10000000.0, 1.8), (80000000.0, 4.0)], [(160000000.0, 5.0), (80000000.0, 4.0), (40000000.0, 2.7)], [(10000000.0, 1.8), (80000000.0, 4.0), (40000000.0, 2.7)], [(160000000.0, 5.0), (40000000.0, 2.7), (10000000.0, 1.8)], [(20000000.0, 2.3), (10000000.0, 1.8), (160000000.0, 5.0)], [(40000000.0, 2.7), (10000000.0, 1.8), (160000000.0, 5.0)], [(20000000.0, 2.3), (10000000.0, 1.8), (40000000.0, 2.7)], [(80000000.0, 4.0), (40000000.0, 2.7), (20000000.0, 2.3)]]",0.19,"[2.6115812875438625e-10, 2.3697101903133196e-10, 2.0915746502696294e-10, 2.4100117464315646e-10, 2.5123006360885323e-10, 2.072288039746761e-10, 2.42387609188319e-10, 2.1587621594957475e-10, 2.641783398580872e-10, 2.7023313862512065e-10, 2.60979063897966e-10, 2.2352444645978427e-10, 2.451198394316633e-10, 2.4747395812548526e-10, 2.293199979607179e-10, 2.3496591336831843e-10]","[0.0009, 0.0007999999999999999, 0.0007999999999999999, 0.0009, 0.0007999999999999999, 0.0007999999999999999, 0.001, 0.001, 0.0009, 0.0009, 0.001, 0.0009, 0.0007999999999999999, 0.0009, 0.001, 0.001]",37000000000.0,0.01,"[2, 3]",0
90,iot 90,4,"[0, 0, 0, 0]","[[(80000000.0, 4.0), (160000000.0, 5.0), (20000000.0, 2.3)], [(20000000.0, 2.3), (40000000.0, 2.7), (160000000.0, 5.0)], [(10000000.0, 1.8), (80000000.0, 4.0), (20000000.0, 2.3)], [(160000000.0, 5.0), (20000000.0, 2.3), (10000000.0, 1.8)]]",0.16,"[2.2779113882998498e-10, 2.3492659458346645e-10, 2.6005760312891984e-10, 2.7817595952105416e-10]","[0.0009, 0.001, 0.0007999999999999999, 0.001]",40000000000.0,0.04,"[2, 3, 1]",0
91,iot 91,4,"[0, 0, 0, 0]","[[(40000000.0, 2.7), (80000000.0, 4.0), (160000000.0, 5.0)], [(40000000.0, 2.7), (20000000.0, 2.3), (10000000.0, 1.8)], [(80000000.0, 4.0), (40000000.0, 2.7), (10000000.0, 1.8)], [(10000000.0, 1.8), (160000000.0, 5.0), (20000000.0, 2.3)]]",0.14,"[2.6353424483880453e-10, 2.735751365580866e-10, 2.2474647862877803e-10, 2.378750530871355e-10]","[0.001, 0.0007999999999999999, 0.001, 0.0009]",39000000000.0,0.01,"[4, 1, 2]",1
92,iot 92,4,"[0, 0, 0, 0]","[[(160000000.0, 5.0), (10000000.0, 1.8), (80000000.0, 4.0)], [(160000000.0, 5.0), (40000000.0, 2.7), (80000000.0, 4.0)], [(80000000.0, 4.0), (10000000.0, 1.8), (20000000.0, 2.3)], [(10000000.0, 1.8), (20000000.0, 2.3), (160000000.0, 5.0)]]",0.1,"[2.6831153181436517e-10, 2.874368529650158e-10, 2.912451614238842e-10, 2.3967898973675405e-10]","[0.001, 0.0009, 0.0009, 0.0009]",40000000000.0,0.01,"[1, 4, 2]",1
93,iot 93,8,"[0, 0, 0, 0, 0, 0, 0, 0]","[[(160000000.0, 5.0), (40000000.0, 2.7), (10000000.0, 1.8)], [(40000000.0, 2.7), (160000000.0, 5.0), (20000000.0, 2.3)], [(20000000.0, 2.3), (40000000.0, 2.7), (160000000.0, 5.0)], [(20000000.0, 2.3), (10000000.0, 1.8), (80000000.0, 4.0)], [(40000000.0, 2.7), (160000000.0, 5.0), (20000000.0, 2.3)], [(160000000.0, 5.0), (20000000.0, 2.3), (10000000.0, 1.8)], [(160000000.0, 5.0), (10000000.0, 1.8), (80000000.0, 4.0)], [(20000000.0, 2.3), (10000000.0, 1.8), (80000000.0, 4.0)]]",0.13,"[2.0283017920427429e-10, 2.5951073836999284e-10, 2.87845307388022e-10, 2.1846101110391315e-10, 2.637292009931548e-10, 2.440361718876654e-10, 2.4982810070646163e-10, 2.359961288648587e-10]","[0.001, 0.0007999999999999999, 0.0007999999999999999, 0.0009, 0.001, 0.0009, 0.001, 0.0009]",36000000000.0,0.05,"[2, 1]",1
94,iot 94,8,"[0, 0, 0, 0, 0, 0, 0, 0]","[[(10000000.0, 1.8), (20000000.0, 2.3), (160000000.0, 5.0)], [(20000000.0, 2.3), (10000000.0, 1.8), (160000000.0, 5.0)], [(160000000.0, 5.0), (80000000.0, 4.0), (20000000.0, 2.3)], [(160000000.0, 5.0), (40000000.0, 2.7), (10000000.0, 1.8)], [(160000000.0, 5.0), (20000000.0, 2.3), (40000000.0, 2.7)], [(80000000.0, 4.0), (40000000.0, 2.7), (10000000.0, 1.8)], [(20000000.0, 2.3), (160000000.0, 5.0), (80000000.0, 4.0)], [(80000000.0, 4.0), (40000000.0, 2.7), (20000000.0, 2.3)]]",0.17,"[2.9530809909634297e-10, 2.2326913686586885e-10, 2.448933120875338e-10, 2.304140494265834e-10, 2.5595471819266223e-10, 2.155553104906592e-10, 2.774843158469244e-10, 2.292827593708395e-10]","[0.0007999999999999999, 0.001, 0.0009, 0.001, 0.0009, 0.0009, 0.0007999999999999999, 0.0007999999999999999]",37000000000.0,0.03,"[4, 3]",1
