,id,number_of_cpu_cores,occupied_cores,voltages_frequencies,ISL,capacitance,powerIdle,batteryLevel,errorRate,acceptableTasks,handleSafeTask
65,iot 65,8,"[0, 0, 0, 0, 0, 0, 0, 0]","[[(160000000.0, 5.0), (40000000.0, 2.7), (20000000.0, 2.3)], [(20000000.0, 2.3), (40000000.0, 2.7), (160000000.0, 5.0)], [(80000000.0, 4.0), (160000000.0, 5.0), (40000000.0, 2.7)], [(20000000.0, 2.3), (10000000.0, 1.8), (40000000.0, 2.7)], [(40000000.0, 2.7), (10000000.0, 1.8), (80000000.0, 4.0)], [(80000000.0, 4.0), (10000000.0, 1.8), (160000000.0, 5.0)], [(20000000.0, 2.3), (40000000.0, 2.7), (160000000.0, 5.0)], [(160000000.0, 5.0), (80000000.0, 4.0), (10000000.0, 1.8)]]",0.12,"[2.364812843674164e-10, 2.21600877995928e-10, 2.9927515828724465e-10, 2.4307959438022335e-10, 2.896014609765931e-10, 2.799289160582711e-10, 2.895435268506871e-10, 2.444792898725016e-10]","[0.001, 0.0007999999999999999, 0.0007999999999999999, 0.0009, 0.0009, 0.0007999999999999999, 0.0009, 0.001]",39000000000.0,0.01,"[3, 1, 2, 4]",1
66,iot 66,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[(80000000.0, 4.0), (10000000.0, 1.8), (20000000.0, 2.3)], [(80000000.0, 4.0), (10000000.0, 1.8), (20000000.0, 2.3)], [(80000000.0, 4.0), (160000000.0, 5.0), (10000000.0, 1.8)], [(10000000.0, 1.8), (20000000.0, 2.3), (160000000.0, 5.0)], [(160000000.0, 5.0), (10000000.0, 1.8), (80000000.0, 4.0)], [(20000000.0, 2.3), (40000000.0, 2.7), (160000000.0, 5.0)], [(40000000.0, 2.7), (10000000.0, 1.8), (80000000.0, 4.0)], [(10000000.0, 1.8), (40000000.0, 2.7), (20000000.0, 2.3)], [(80000000.0, 4.0), (10000000.0, 1.8), (160000000.0, 5.0)], [(80000000.0, 4.0), (10000000.0, 1.8), (20000000.0, 2.3)], [(160000000.0, 5.0), (40000000.0, 2.7), (10000000.0, 1.8)], [(20000000.0, 2.3), (10000000.0, 1.8), (160000000.0, 5.0)], [(40000000.0, 2.7), (10000000.0, 1.8), (20000000.0, 2.3)], [(10000000.0, 1.8), (80000000.0, 4.0), (20000000.0, 2.3)], [(40000000.0, 2.7), (10000000.0, 1.8), (160000000.0, 5.0)], [(10000000.0, 1.8), (40000000.0, 2.7), (80000000.0, 4.0)]]",0.16,"[2.613653403296901e-10, 2.956396320259795e-10, 2.0504620915964447e-10, 2.5824909562771734e-10, 2.1052568710617891e-10, 2.903004591798375e-10, 2.511555444678677e-10, 2.9461994592871804e-10, 2.3694136309487855e-10, 2.86264161649106e-10, 2.397735655001044e-10, 2.0693107976707155e-10, 2.9846529229969514e-10, 2.654077858648514e-10, 2.793092464149697e-10, 2.364673391768247e-10]","[0.0009, 0.0009, 0.0009, 0.0009, 0.0009, 0.0007999999999999999, 0.0007999999999999999, 0.001, 0.0007999999999999999, 0.001, 0.0009, 0.0007999999999999999, 0.0007999999999999999, 0.001, 0.0009, 0.0009]",40000000000.0,0.02,"[4, 1, 2]",1
67,iot 67,4,"[0, 0, 0, 0]","[[(80000000.0, 4.0), (10000000.0, 1.8), (40000000.0, 2.7)], [(40000000.0, 2.7), (160000000.0, 5.0), (80000000.0, 4.0)], [(10000000.0, 1.8), (80000000.0, 4.0), (20000000.0, 2.3)], [(160000000.0, 5.0), (80000000.0, 4.0), (10000000.0, 1.8)]]",0.13,"[2.183492725766228e-10, 2.437144965208395e-10, 2.4430542863477605e-10, 2.599768388781929e-10]","[0.001, 0.0007999999999999999, 0.001, 0.0009]",39000000000.0,0.02,"[2, 4, 3, 1]",1
68,iot 68,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[(80000000.0, 4.0), (160000000.0, 5.0), (40000000.0, 2.7)], [(40000000.0, 2.7), (160000000.0, 5.0), (20000000.0, 2.3)], [(10000000.0, 1.8), (160000000.0, 5.0), (20000000.0, 2.3)], [(80000000.0, 4.0), (160000000.0, 5.0), (40000000.0, 2.7)], [(80000000.0, 4.0), (160000000.0, 5.0), (40000000.0, 2.7)], [(10000000.0, 1.8), (40000000.0, 2.7), (80000000.0, 4.0)], [(160000000.0, 5.0), (80000000.0, 4.0), (10000000.0, 1.8)], [(160000000.0, 5.0), (40000000.0, 2.7), (20000000.0, 2.3)], [(40000000.0, 2.7), (20000000.0, 2.3), (160000000.0, 5.0)], [(80000000.0, 4.0), (20000000.0, 2.3), (10000000.0, 1.8)], [(160000000.0, 5.0), (20000000.0, 2.3), (40000000.0, 2.7)], [(10000000.0, 1.8), (20000000.0, 2.3), (40000000.0, 2.7)], [(20000000.0, 2.3), (40000000.0, 2.7), (80000000.0, 4.0)], [(160000000.0, 5.0), (10000000.0, 1.8), (40000000.0, 2.7)], [(160000000.0, 5.0), (80000000.0, 4.0), (10000000.0, 1.8)], [(10000000.0, 1.8), (20000000.0, 2.3), (80000000.0, 4.0)]]",0.16,"[2.764432106682153e-10, 2.9449783679756484e-10, 2.781147966795559e-10, 2.485158818386556e-10, 2.5881880513793117e-10, 2.744587740549229e-10, 2.8859286758241964e-10, 2.2291990476257963e-10, 2.582584629946349e-10, 2.287778622071949e-10, 2.1707721715693227e-10, 2.799727370564209e-10, 2.1858308445570614e-10, 2.8352350697918344e-10, 2.515059267014992e-10, 2.1010169304064816e-10]","[0.001, 0.0007999999999999999, 0.0007999999999999999, 0.0009, 0.0007999999999999999, 0.0009, 0.0007999999999999999, 0.001, 0.001, 0.0007999999999999999, 0.001, 0.001, 0.001, 0.0009, 0.0007999999999999999, 0.0009]",36000000000.0,0.05,"[1, 3, 4, 2]",1
69,iot 69,8,"[0, 0, 0, 0, 0, 0, 0, 0]","[[(80000000.0, 4.0), (160000000.0, 5.0), (40000000.0, 2.7)], [(40000000.0, 2.7), (160000000.0, 5.0), (10000000.0, 1.8)], [(80000000.0, 4.0), (40000000.0, 2.7), (160000000.0, 5.0)], [(80000000.0, 4.0), (10000000.0, 1.8), (160000000.0, 5.0)], [(20000000.0, 2.3), (40000000.0, 2.7), (80000000.0, 4.0)], [(80000000.0, 4.0), (10000000.0, 1.8), (40000000.0, 2.7)], [(20000000.0, 2.3), (10000000.0, 1.8), (160000000.0, 5.0)], [(160000000.0, 5.0), (20000000.0, 2.3), (10000000.0, 1.8)]]",0.12,"[2.1453699044192695e-10, 2.7621082971851617e-10, 2.2566278716104993e-10, 2.0653646184140257e-10, 2.1952306648320842e-10, 2.6673819786337733e-10, 2.004360832676286e-10, 2.3981545457541985e-10]","[0.0007999999999999999, 0.0007999999999999999, 0.0009, 0.0009, 0.001, 0.0007999999999999999, 0.001, 0.0007999999999999999]",38000000000.0,0.04,"[2, 4, 3, 1]",1
70,iot 70,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[(160000000.0, 5.0), (40000000.0, 2.7), (80000000.0, 4.0)], [(20000000.0, 2.3), (80000000.0, 4.0), (40000000.0, 2.7)], [(80000000.0, 4.0), (20000000.0, 2.3), (40000000.0, 2.7)], [(10000000.0, 1.8), (160000000.0, 5.0), (20000000.0, 2.3)], [(40000000.0, 2.7), (20000000.0, 2.3), (80000000.0, 4.0)], [(40000000.0, 2.7), (10000000.0, 1.8), (160000000.0, 5.0)], [(80000000.0, 4.0), (40000000.0, 2.7), (160000000.0, 5.0)], [(10000000.0, 1.8), (20000000.0, 2.3), (40000000.0, 2.7)], [(20000000.0, 2.3), (10000000.0, 1.8), (40000000.0, 2.7)], [(10000000.0, 1.8), (160000000.0, 5.0), (20000000.0, 2.3)], [(40000000.0, 2.7), (20000000.0, 2.3), (10000000.0, 1.8)], [(20000000.0, 2.3), (10000000.0, 1.8), (160000000.0, 5.0)], [(160000000.0, 5.0), (20000000.0, 2.3), (40000000.0, 2.7)], [(80000000.0, 4.0), (160000000.0, 5.0), (10000000.0, 1.8)], [(40000000.0, 2.7), (10000000.0, 1.8), (80000000.0, 4.0)], [(160000000.0, 5.0), (20000000.0, 2.3), (40000000.0, 2.7)]]",0.17,"[2.454274355335862e-10, 2.8813358831171153e-10, 2.5199018141134094e-10, 2.895089438291456e-10, 2.0785928734266727e-10, 2.1243271934769085e-10, 2.530332850175482e-10, 2.8990279791158915e-10, 2.181044508473842e-10, 2.9271675094266485e-10, 2.845574590466093e-10, 2.1509966478857116e-10, 2.450544189935304e-10, 2.7000448047050576e-10, 2.2437516794696064e-10, 2.6797887110938235e-10]","[0.0007999999999999999, 0.0009, 0.0007999999999999999, 0.0007999999999999999, 0.001, 0.001, 0.0009, 0.0007999999999999999, 0.0009, 0.0007999999999999999, 0.0007999999999999999, 0.0007999999999999999, 0.0009, 0.0009, 0.001, 0.001]",38000000000.0,0.02,"[2, 3, 4, 1]",1
71,iot 71,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[(40000000.0, 2.7), (160000000.0, 5.0), (20000000.0, 2.3)], [(80000000.0, 4.0), (10000000.0, 1.8), (160000000.0, 5.0)], [(20000000.0, 2.3), (160000000.0, 5.0), (40000000.0, 2.7)], [(20000000.0, 2.3), (160000000.0, 5.0), (80000000.0, 4.0)], [(80000000.0, 4.0), (10000000.0, 1.8), (20000000.0, 2.3)], [(160000000.0, 5.0), (10000000.0, 1.8), (20000000.0, 2.3)], [(10000000.0, 1.8), (160000000.0, 5.0), (20000000.0, 2.3)], [(10000000.0, 1.8), (80000000.0, 4.0), (40000000.0, 2.7)], [(20000000.0, 2.3), (40000000.0, 2.7), (160000000.0, 5.0)], [(160000000.0, 5.0), (10000000.0, 1.8), (80000000.0, 4.0)], [(40000000.0, 2.7), (160000000.0, 5.0), (80000000.0, 4.0)], [(40000000.0, 2.7), (20000000.0, 2.3), (80000000.0, 4.0)], [(160000000.0, 5.0), (10000000.0, 1.8), (20000000.0, 2.3)], [(40000000.0, 2.7), (10000000.0, 1.8), (160000000.0, 5.0)], [(40000000.0, 2.7), (160000000.0, 5.0), (10000000.0, 1.8)], [(80000000.0, 4.0), (40000000.0, 2.7), (10000000.0, 1.8)]]",0.1,"[2.7467618962403567e-10, 2.0367466755949534e-10, 2.119681827491677e-10, 2.1496771533635243e-10, 2.4039192091122946e-10, 2.9467286495725567e-10, 2.6049094286022284e-10, 2.9330330199603534e-10, 2.424506826225001e-10, 2.26038105428506e-10, 2.138343306307558e-10, 2.5888820113798666e-10, 2.680155032022135e-10, 2.6077390094462353e-10, 2.7110566710754193e-10, 2.6298192637972185e-10]","[0.001, 0.001, 0.0009, 0.0009, 0.001, 0.0007999999999999999, 0.001, 0.001, 0.001, 0.001, 0.0007999999999999999, 0.001, 0.001, 0.0009, 0.001, 0.001]",39000000000.0,0.02,"[2, 4, 3, 1]",1
72,iot 72,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[(40000000.0, 2.7), (20000000.0, 2.3), (80000000.0, 4.0)], [(80000000.0, 4.0), (20000000.0, 2.3), (10000000.0, 1.8)], [(10000000.0, 1.8), (160000000.0, 5.0), (20000000.0, 2.3)], [(40000000.0, 2.7), (160000000.0, 5.0), (10000000.0, 1.8)], [(20000000.0, 2.3), (160000000.0, 5.0), (10000000.0, 1.8)], [(40000000.0, 2.7), (160000000.0, 5.0), (20000000.0, 2.3)], [(160000000.0, 5.0), (80000000.0, 4.0), (40000000.0, 2.7)], [(20000000.0, 2.3), (160000000.0, 5.0), (80000000.0, 4.0)], [(20000000.0, 2.3), (160000000.0, 5.0), (80000000.0, 4.0)], [(160000000.0, 5.0), (10000000.0, 1.8), (20000000.0, 2.3)], [(10000000.0, 1.8), (40000000.0, 2.7), (20000000.0, 2.3)], [(160000000.0, 5.0), (80000000.0, 4.0), (40000000.0, 2.7)], [(160000000.0, 5.0), (40000000.0, 2.7), (10000000.0, 1.8)], [(80000000.0, 4.0), (160000000.0, 5.0), (10000000.0, 1.8)], [(80000000.0, 4.0), (20000000.0, 2.3), (10000000.0, 1.8)], [(20000000.0, 2.3), (40000000.0, 2.7), (80000000.0, 4.0)]]",0.19,"[2.0599843554718716e-10, 2.0368138938557784e-10, 2.97637700206852e-10, 2.8311140621638736e-10, 2.2920977075670678e-10, 2.835709066941218e-10, 2.1999969476389078e-10, 2.2661057224810334e-10, 2.9340187662550303e-10, 2.4820519564395583e-10, 2.7595848189756106e-10, 2.450864158385832e-10, 2.750545152772383e-10, 2.837384851636454e-10, 2.770559925565772e-10, 2.5512525374305293e-10]","[0.0009, 0.0007999999999999999, 0.0007999999999999999, 0.001, 0.0009, 0.001, 0.0009, 0.0007999999999999999, 0.0007999999999999999, 0.0009, 0.001, 0.001, 0.0009, 0.001, 0.0009, 0.0007999999999999999]",40000000000.0,0.03,"[1, 2, 3, 4]",1
73,iot 73,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[(80000000.0, 4.0), (160000000.0, 5.0), (10000000.0, 1.8)], [(10000000.0, 1.8), (160000000.0, 5.0), (20000000.0, 2.3)], [(20000000.0, 2.3), (80000000.0, 4.0), (160000000.0, 5.0)], [(40000000.0, 2.7), (80000000.0, 4.0), (160000000.0, 5.0)], [(40000000.0, 2.7), (160000000.0, 5.0), (10000000.0, 1.8)], [(10000000.0, 1.8), (40000000.0, 2.7), (20000000.0, 2.3)], [(40000000.0, 2.7), (160000000.0, 5.0), (10000000.0, 1.8)], [(160000000.0, 5.0), (40000000.0, 2.7), (20000000.0, 2.3)], [(20000000.0, 2.3), (10000000.0, 1.8), (160000000.0, 5.0)], [(80000000.0, 4.0), (10000000.0, 1.8), (40000000.0, 2.7)], [(40000000.0, 2.7), (10000000.0, 1.8), (80000000.0, 4.0)], [(80000000.0, 4.0), (160000000.0, 5.0), (10000000.0, 1.8)], [(40000000.0, 2.7), (80000000.0, 4.0), (10000000.0, 1.8)], [(20000000.0, 2.3), (160000000.0, 5.0), (80000000.0, 4.0)], [(20000000.0, 2.3), (80000000.0, 4.0), (160000000.0, 5.0)], [(160000000.0, 5.0), (10000000.0, 1.8), (80000000.0, 4.0)]]",0.16,"[2.7290262114119347e-10, 2.806560003806081e-10, 2.160697501894901e-10, 2.7482436267407916e-10, 2.6518482913290086e-10, 2.0651242259866619e-10, 2.353439059008999e-10, 2.5282404999758025e-10, 2.663024212401383e-10, 2.2340335158683626e-10, 2.1775278169698034e-10, 2.1172673996297365e-10, 2.445535647733262e-10, 2.8798841889993664e-10, 2.2749662376706827e-10, 2.762989682495412e-10]","[0.001, 0.001, 0.001, 0.0007999999999999999, 0.0009, 0.001, 0.001, 0.001, 0.0009, 0.0007999999999999999, 0.0009, 0.0007999999999999999, 0.0009, 0.0009, 0.001, 0.001]",39000000000.0,0.05,"[2, 4, 1]",1
74,iot 74,4,"[0, 0, 0, 0]","[[(40000000.0, 2.7), (80000000.0, 4.0), (20000000.0, 2.3)], [(10000000.0, 1.8), (40000000.0, 2.7), (20000000.0, 2.3)], [(10000000.0, 1.8), (20000000.0, 2.3), (160000000.0, 5.0)], [(80000000.0, 4.0), (40000000.0, 2.7), (20000000.0, 2.3)]]",0.14,"[2.5866413049363705e-10, 2.206480487151688e-10, 2.56303056870736e-10, 2.9013245031795315e-10]","[0.0009, 0.0007999999999999999, 0.001, 0.0007999999999999999]",38000000000.0,0.02,"[1, 4, 3, 2]",1
75,iot 75,4,"[0, 0, 0, 0]","[[(160000000.0, 5.0), (10000000.0, 1.8), (20000000.0, 2.3)], [(80000000.0, 4.0), (40000000.0, 2.7), (10000000.0, 1.8)], [(40000000.0, 2.7), (10000000.0, 1.8), (20000000.0, 2.3)], [(10000000.0, 1.8), (40000000.0, 2.7), (80000000.0, 4.0)]]",0.15,"[2.5265005147055664e-10, 2.919726698330469e-10, 2.647917102740199e-10, 2.359659704338251e-10]","[0.0009, 0.0007999999999999999, 0.0007999999999999999, 0.001]",40000000000.0,0.02,"[3, 1, 4]",1
76,iot 76,8,"[0, 0, 0, 0, 0, 0, 0, 0]","[[(160000000.0, 5.0), (20000000.0, 2.3), (40000000.0, 2.7)], [(160000000.0, 5.0), (10000000.0, 1.8), (80000000.0, 4.0)], [(20000000.0, 2.3), (80000000.0, 4.0), (10000000.0, 1.8)], [(20000000.0, 2.3), (40000000.0, 2.7), (80000000.0, 4.0)], [(10000000.0, 1.8), (40000000.0, 2.7), (80000000.0, 4.0)], [(20000000.0, 2.3), (40000000.0, 2.7), (10000000.0, 1.8)], [(80000000.0, 4.0), (40000000.0, 2.7), (160000000.0, 5.0)], [(10000000.0, 1.8), (20000000.0, 2.3), (80000000.0, 4.0)]]",0.17,"[2.946809718838454e-10, 2.307356006807824e-10, 2.8092705079495347e-10, 2.1262836846792466e-10, 2.908845116065431e-10, 2.9867915376592713e-10, 2.555600903622547e-10, 2.846382865354414e-10]","[0.0009, 0.0009, 0.0007999999999999999, 0.0007999999999999999, 0.001, 0.001, 0.001, 0.0009]",36000000000.0,0.05,"[2, 4, 1, 3]",1
77,iot 77,4,"[0, 0, 0, 0]","[[(40000000.0, 2.7), (80000000.0, 4.0), (160000000.0, 5.0)], [(40000000.0, 2.7), (20000000.0, 2.3), (10000000.0, 1.8)], [(160000000.0, 5.0), (40000000.0, 2.7), (10000000.0, 1.8)], [(80000000.0, 4.0), (20000000.0, 2.3), (40000000.0, 2.7)]]",0.1,"[2.630873591355499e-10, 2.0996548842393547e-10, 2.3177849171295053e-10, 2.2168523272664317e-10]","[0.0007999999999999999, 0.001, 0.001, 0.0007999999999999999]",38000000000.0,0.05,"[3, 1, 2, 4]",1
78,iot 78,4,"[0, 0, 0, 0]","[[(80000000.0, 4.0), (40000000.0, 2.7), (20000000.0, 2.3)], [(20000000.0, 2.3), (80000000.0, 4.0), (160000000.0, 5.0)], [(160000000.0, 5.0), (20000000.0, 2.3), (10000000.0, 1.8)], [(10000000.0, 1.8), (40000000.0, 2.7), (80000000.0, 4.0)]]",0.13,"[2.4959335391176865e-10, 2.2325072593884193e-10, 2.4432805510627197e-10, 2.1908371336703115e-10]","[0.0009, 0.001, 0.0007999999999999999, 0.001]",39000000000.0,0.05,"[4, 2, 1, 3]",1
79,iot 79,4,"[0, 0, 0, 0]","[[(20000000.0, 2.3), (40000000.0, 2.7), (80000000.0, 4.0)], [(10000000.0, 1.8), (80000000.0, 4.0), (160000000.0, 5.0)], [(80000000.0, 4.0), (40000000.0, 2.7), (20000000.0, 2.3)], [(20000000.0, 2.3), (80000000.0, 4.0), (160000000.0, 5.0)]]",0.15,"[2.2019372072427755e-10, 2.5850628800248004e-10, 2.246065748075398e-10, 2.737431414409321e-10]","[0.001, 0.0009, 0.0009, 0.001]",40000000000.0,0.04,"[4, 1, 3, 2]",1
80,iot 80,4,"[0, 0, 0, 0]","[[(40000000.0, 2.7), (160000000.0, 5.0), (20000000.0, 2.3)], [(10000000.0, 1.8), (40000000.0, 2.7), (160000000.0, 5.0)], [(10000000.0, 1.8), (20000000.0, 2.3), (40000000.0, 2.7)], [(80000000.0, 4.0), (40000000.0, 2.7), (20000000.0, 2.3)]]",0.13,"[2.6220868790517536e-10, 2.723861091208339e-10, 2.5110578610693776e-10, 2.8537644008377237e-10]","[0.0009, 0.001, 0.0007999999999999999, 0.001]",38000000000.0,0.01,"[2, 4, 3, 1]",0
81,iot 81,4,"[0, 0, 0, 0]","[[(80000000.0, 4.0), (160000000.0, 5.0), (40000000.0, 2.7)], [(10000000.0, 1.8), (20000000.0, 2.3), (160000000.0, 5.0)], [(20000000.0, 2.3), (10000000.0, 1.8), (40000000.0, 2.7)], [(40000000.0, 2.7), (10000000.0, 1.8), (160000000.0, 5.0)]]",0.13,"[2.9745890668321603e-10, 2.7702419147884037e-10, 2.4612853120083585e-10, 2.9311689620025224e-10]","[0.0009, 0.001, 0.0009, 0.0007999999999999999]",36000000000.0,0.04,"[4, 3, 1]",1
82,iot 82,8,"[0, 0, 0, 0, 0, 0, 0, 0]","[[(20000000.0, 2.3), (80000000.0, 4.0), (40000000.0, 2.7)], [(20000000.0, 2.3), (40000000.0, 2.7), (160000000.0, 5.0)], [(40000000.0, 2.7), (10000000.0, 1.8), (80000000.0, 4.0)], [(20000000.0, 2.3), (160000000.0, 5.0), (40000000.0, 2.7)], [(20000000.0, 2.3), (40000000.0, 2.7), (10000000.0, 1.8)], [(20000000.0, 2.3), (10000000.0, 1.8), (160000000.0, 5.0)], [(10000000.0, 1.8), (80000000.0, 4.0), (160000000.0, 5.0)], [(40000000.0, 2.7), (160000000.0, 5.0), (80000000.0, 4.0)]]",0.14,"[2.5641136983826954e-10, 2.7043697321982074e-10, 2.687891450820456e-10, 2.92217068062952e-10, 2.3987311448215324e-10, 2.1699121733180943e-10, 2.1450099003268433e-10, 2.647769554865913e-10]","[0.001, 0.0007999999999999999, 0.0007999999999999999, 0.0009, 0.001, 0.001, 0.0007999999999999999, 0.0009]",37000000000.0,0.05,"[1, 4, 2]",0
83,iot 83,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[(40000000.0, 2.7), (80000000.0, 4.0), (160000000.0, 5.0)], [(20000000.0, 2.3), (40000000.0, 2.7), (80000000.0, 4.0)], [(20000000.0, 2.3), (160000000.0, 5.0), (40000000.0, 2.7)], [(80000000.0, 4.0), (10000000.0, 1.8), (20000000.0, 2.3)], [(80000000.0, 4.0), (160000000.0, 5.0), (10000000.0, 1.8)], [(40000000.0, 2.7), (10000000.0, 1.8), (20000000.0, 2.3)], [(160000000.0, 5.0), (40000000.0, 2.7), (20000000.0, 2.3)], [(40000000.0, 2.7), (160000000.0, 5.0), (20000000.0, 2.3)], [(160000000.0, 5.0), (40000000.0, 2.7), (20000000.0, 2.3)], [(40000000.0, 2.7), (10000000.0, 1.8), (160000000.0, 5.0)], [(20000000.0, 2.3), (160000000.0, 5.0), (10000000.0, 1.8)], [(160000000.0, 5.0), (20000000.0, 2.3), (40000000.0, 2.7)], [(20000000.0, 2.3), (80000000.0, 4.0), (160000000.0, 5.0)], [(80000000.0, 4.0), (40000000.0, 2.7), (10000000.0, 1.8)], [(10000000.0, 1.8), (40000000.0, 2.7), (20000000.0, 2.3)], [(10000000.0, 1.8), (160000000.0, 5.0), (80000000.0, 4.0)]]",0.14,"[2.562505694476681e-10, 2.564011658589699e-10, 2.506010508916684e-10, 2.981209546295539e-10, 2.0468408913921637e-10, 2.2683554363475357e-10, 2.9720625989334647e-10, 2.9660607992691883e-10, 2.855266031432806e-10, 2.890331604650104e-10, 2.6483840955939975e-10, 2.5886001663535053e-10, 2.082073779572289e-10, 2.3928170965228464e-10, 2.773645052518199e-10, 2.1760804078194566e-10]","[0.0009, 0.0007999999999999999, 0.001, 0.001, 0.001, 0.001, 0.0009, 0.001, 0.001, 0.0009, 0.0007999999999999999, 0.0007999999999999999, 0.0009, 0.001, 0.0009, 0.0007999999999999999]",39000000000.0,0.01,"[1, 3, 4, 2]",1
84,iot 84,4,"[0, 0, 0, 0]","[[(160000000.0, 5.0), (10000000.0, 1.8), (40000000.0, 2.7)], [(10000000.0, 1.8), (80000000.0, 4.0), (20000000.0, 2.3)], [(160000000.0, 5.0), (10000000.0, 1.8), (20000000.0, 2.3)], [(20000000.0, 2.3), (80000000.0, 4.0), (40000000.0, 2.7)]]",0.2,"[2.6121273243910265e-10, 2.2845126380705214e-10, 2.1189639885540302e-10, 2.038775504461517e-10]","[0.0009, 0.0007999999999999999, 0.001, 0.0009]",40000000000.0,0.04,"[1, 2, 3, 4]",1
85,iot 85,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[(80000000.0, 4.0), (40000000.0, 2.7), (20000000.0, 2.3)], [(40000000.0, 2.7), (80000000.0, 4.0), (160000000.0, 5.0)], [(160000000.0, 5.0), (40000000.0, 2.7), (80000000.0, 4.0)], [(160000000.0, 5.0), (10000000.0, 1.8), (80000000.0, 4.0)], [(80000000.0, 4.0), (160000000.0, 5.0), (10000000.0, 1.8)], [(40000000.0, 2.7), (20000000.0, 2.3), (160000000.0, 5.0)], [(160000000.0, 5.0), (80000000.0, 4.0), (20000000.0, 2.3)], [(10000000.0, 1.8), (20000000.0, 2.3), (40000000.0, 2.7)], [(40000000.0, 2.7), (160000000.0, 5.0), (10000000.0, 1.8)], [(10000000.0, 1.8), (20000000.0, 2.3), (80000000.0, 4.0)], [(10000000.0, 1.8), (20000000.0, 2.3), (80000000.0, 4.0)], [(80000000.0, 4.0), (160000000.0, 5.0), (10000000.0, 1.8)], [(40000000.0, 2.7), (80000000.0, 4.0), (160000000.0, 5.0)], [(160000000.0, 5.0), (40000000.0, 2.7), (20000000.0, 2.3)], [(160000000.0, 5.0), (80000000.0, 4.0), (10000000.0, 1.8)], [(40000000.0, 2.7), (20000000.0, 2.3), (160000000.0, 5.0)]]",0.19,"[2.0718653494993133e-10, 2.9393200262906485e-10, 2.6858929033917206e-10, 2.8956889984954084e-10, 2.550080649838446e-10, 2.762108356852407e-10, 2.408121396481674e-10, 2.242852917701912e-10, 2.7490846663912013e-10, 2.101572082571126e-10, 2.4418255559967186e-10, 2.2915954290517428e-10, 2.196143420243939e-10, 2.597005127578558e-10, 2.3012799899196632e-10, 2.2449973192332077e-10]","[0.0007999999999999999, 0.001, 0.001, 0.0009, 0.0009, 0.0007999999999999999, 0.001, 0.0007999999999999999, 0.0007999999999999999, 0.0007999999999999999, 0.001, 0.0009, 0.001, 0.0009, 0.0007999999999999999, 0.0009]",38000000000.0,0.04,"[3, 2, 1, 4]",1
86,iot 86,4,"[0, 0, 0, 0]","[[(20000000.0, 2.3), (80000000.0, 4.0), (40000000.0, 2.7)], [(10000000.0, 1.8), (40000000.0, 2.7), (160000000.0, 5.0)], [(40000000.0, 2.7), (80000000.0, 4.0), (160000000.0, 5.0)], [(20000000.0, 2.3), (160000000.0, 5.0), (10000000.0, 1.8)]]",0.17,"[2.862702035809217e-10, 2.5140319332722547e-10, 2.173430793019151e-10, 2.1506963735036983e-10]","[0.0007999999999999999, 0.0009, 0.0009, 0.0009]",39000000000.0,0.01,"[3, 4, 1]",1
87,iot 87,4,"[0, 0, 0, 0]","[[(160000000.0, 5.0), (20000000.0, 2.3), (80000000.0, 4.0)], [(80000000.0, 4.0), (20000000.0, 2.3), (10000000.0, 1.8)], [(80000000.0, 4.0), (20000000.0, 2.3), (160000000.0, 5.0)], [(10000000.0, 1.8), (20000000.0, 2.3), (80000000.0, 4.0)]]",0.1,"[2.422960852735196e-10, 2.60887898347891e-10, 2.7001522848989697e-10, 2.6064986395820794e-10]","[0.0009, 0.001, 0.0009, 0.0007999999999999999]",40000000000.0,0.04,"[2, 3, 4, 1]",0
88,iot 88,4,"[0, 0, 0, 0]","[[(10000000.0, 1.8), (40000000.0, 2.7), (160000000.0, 5.0)], [(10000000.0, 1.8), (20000000.0, 2.3), (160000000.0, 5.0)], [(10000000.0, 1.8), (80000000.0, 4.0), (160000000.0, 5.0)], [(20000000.0, 2.3), (10000000.0, 1.8), (160000000.0, 5.0)]]",0.16,"[2.253381767555096e-10, 2.2712581987524003e-10, 2.465190900871922e-10, 2.452310296840776e-10]","[0.001, 0.0007999999999999999, 0.001, 0.001]",39000000000.0,0.04,"[2, 4, 3, 1]",1
